Campaign_ID,Campaign_Name,Platform,Campaign_Type,Objective,Audience_Segment,Region,Device_Type,Ad_Format,Launch_Date,Spend_USD,Impressions,Clicks,CTR_Percent,CPC_USD,Conversions,Conversion_Rate_Percent,CPA_USD,Revenue_USD,ROAS,Engagement_Rate_Percent,Video_Completion_Rate_Percent
MKTCAMP_1120,Product Launch_APAC_120,YouTube,Product Launch,Traffic,Pet Owners,APAC,Tablet,Search Ad,2025-04-05,13817.05,2807140,153166,5.46,0.09,3899,2.55,3.54,1289579.74,93.33,12.06,
MKTCAMP_1121,Lead Generation_India_121,Google Ads,Lead Generation,Traffic,Gamers,India,Tablet,Carousel,2025-01-31,8705.19,566437,38696,6.83,0.22,4392,11.35,1.98,881507.56,101.26,16.66,
MKTCAMP_1122,App Install_Europe_122,Meta,App Install,Engagement,Small Business Owners,Europe,Mobile,Story,2025-03-30,19820.63,1333957,39017,2.92,0.51,1891,4.85,10.48,506906.78,25.57,1.78,
MKTCAMP_1123,Product Launch_North America_123,YouTube,Product Launch,Awareness,Pet Owners,North America,Mobile,Image,2025-03-31,14462.3,2563335,192296,7.5,0.08,12473,6.49,1.16,3652123.56,252.53,3.11,
MKTCAMP_1124,Brand Awareness_India_124,TikTok,Brand Awareness,Leads,Gamers,India,Tablet,Carousel,2025-02-24,21238.08,1336893,48369,3.62,0.44,6990,14.45,3.04,545035.3,25.66,5.17,
MKTCAMP_1125,App Install_Latin America_125,Google Ads,App Install,Awareness,Gamers,Latin America,Mobile,Carousel,2025-01-10,18195.19,3086023,172610,5.59,0.11,21824,12.64,0.83,4444933.84,244.29,5.56,
MKTCAMP_1126,Lead Generation_APAC_126,Google Ads,Lead Generation,Leads,Pet Owners,APAC,Tablet,Image,2025-02-26,8969.55,651974,50583,7.76,0.18,5417,10.71,1.66,857361.88,95.59,9.19,
MKTCAMP_1127,Product Launch_Latin America_127,Google Ads,Product Launch,Awareness,Pet Owners,Latin America,Desktop,Search Ad,2025-03-11,23708.44,1602767,82517,5.15,0.29,7717,9.35,3.07,1741459.55,73.45,1.51,
MKTCAMP_1128,Product Launch_APAC_128,TikTok,Product Launch,Engagement,Small Business Owners,APAC,Mobile,Image,2025-03-19,21867.04,4543561,226159,4.98,0.1,28702,12.69,0.76,9333884.72,426.85,13.44,
MKTCAMP_1129,Brand Awareness_Europe_129,LinkedIn,Brand Awareness,Leads,Small Business Owners,Europe,Tablet,Search Ad,2025-01-03,4237.21,609022,32365,5.31,0.13,2564,7.92,1.65,681157.77,160.76,17.36,
MKTCAMP_1130,Retargeting_North America_130,X,Retargeting,Engagement,Healthcare Professionals,North America,Mobile,Search Ad,2025-03-25,23176.43,2807849,36985,1.32,0.63,6559,17.73,3.53,1957516.42,84.46,3.36,
MKTCAMP_1131,Retargeting_APAC_131,TikTok,Retargeting,Engagement,Fitness Enthusiasts,APAC,Desktop,Video,2025-03-02,23060.63,4533289,208648,4.6,0.11,22632,10.85,1.02,3568633.34,154.75,2.15,41.82
MKTCAMP_1132,Product Launch_India_132,LinkedIn,Product Launch,Traffic,Parents with Kids,India,Tablet,Carousel,2025-02-12,20169.91,823613,25543,3.1,0.79,1907,7.47,10.58,385150.29,19.1,17.11,
MKTCAMP_1133,Sales Conversion_India_133,TikTok,Sales Conversion,Engagement,Students 18-24,India,Tablet,Search Ad,2025-01-05,8985.48,920576,58675,6.37,0.15,4936,8.41,1.82,502847.81,55.96,9.03,
MKTCAMP_1134,Brand Awareness_India_134,TikTok,Brand Awareness,Traffic,Parents with Kids,India,Desktop,Story,2025-04-21,3951.0,283482,12577,4.44,0.31,984,7.83,4.02,317586.68,80.38,7.47,
MKTCAMP_1135,Brand Awareness_Middle East_135,YouTube,Brand Awareness,Traffic,Tech Decision Makers,Middle East,Desktop,Carousel,2025-03-08,14724.41,2264725,11460,0.51,1.28,1388,12.11,10.61,120716.46,8.2,17.83,
MKTCAMP_1136,App Install_Latin America_136,LinkedIn,App Install,Traffic,Students 18-24,Latin America,Desktop,Carousel,2025-02-04,4142.24,474834,5182,1.09,0.8,929,17.95,4.46,177162.53,42.77,11.5,
MKTCAMP_1137,Lead Generation_Middle East_137,YouTube,Lead Generation,Engagement,Pet Owners,Middle East,Tablet,Video,2025-01-04,2143.37,375074,7877,2.1,0.27,1277,16.22,1.68,122138.26,56.98,4.5,17.92
MKTCAMP_1138,App Install_Latin America_138,X,App Install,Awareness,Gamers,Latin America,Mobile,Search Ad,2025-01-02,12065.64,1709356,15935,0.93,0.76,2242,14.07,5.38,392467.54,32.53,10.27,
MKTCAMP_1139,Product Launch_Europe_139,YouTube,Product Launch,Engagement,Small Business Owners,Europe,Mobile,Video,2025-03-24,11298.69,1267005,62502,4.93,0.18,2010,3.22,5.62,177316.17,15.69,16.11,90.69
MKTCAMP_1140,Product Launch_APAC_140,Meta,Product Launch,Awareness,Pet Owners,APAC,Tablet,Story,2025-04-17,9646.08,855935,48072,5.62,0.2,3678,7.65,2.62,140218.73,14.54,3.9,
MKTCAMP_1141,Product Launch_Middle East_141,TikTok,Product Launch,Conversions,Gamers,Middle East,Tablet,Story,2025-01-25,18041.32,2861467,17726,0.62,1.02,777,4.38,23.22,80764.44,4.48,12.82,
MKTCAMP_1142,App Install_North America_142,YouTube,App Install,Engagement,Fitness Enthusiasts,North America,Desktop,Image,2025-04-30,982.91,57735,3971,6.88,0.25,143,3.62,6.87,34159.66,34.75,5.32,
MKTCAMP_1143,Retargeting_India_143,YouTube,Retargeting,Awareness,Young Professionals 25-34,India,Tablet,Search Ad,2025-03-16,2936.31,245977,15374,6.25,0.19,2379,15.47,1.23,703399.78,239.55,8.07,
MKTCAMP_1144,Product Launch_Middle East_144,X,Product Launch,Engagement,Fitness Enthusiasts,Middle East,Tablet,Image,2025-02-12,16868.09,1297108,35988,2.77,0.47,5824,16.19,2.9,198951.42,11.79,2.68,
MKTCAMP_1145,App Install_Middle East_145,YouTube,App Install,Conversions,Luxury Buyers,Middle East,Desktop,Carousel,2025-03-15,5593.21,250440,4682,1.87,1.19,501,10.7,11.16,82592.78,14.77,16.64,
MKTCAMP_1146,Lead Generation_North America_146,TikTok,Lead Generation,Engagement,Luxury Buyers,North America,Desktop,Story,2025-02-19,20527.37,2084084,52129,2.5,0.39,3724,7.14,5.51,815162.68,39.71,5.84,
MKTCAMP_1147,Sales Conversion_Middle East_147,X,Sales Conversion,Conversions,Fitness Enthusiasts,Middle East,Mobile,Search Ad,2025-03-17,15791.65,1795417,87465,4.87,0.18,7112,8.13,2.22,883516.95,55.95,17.61,
MKTCAMP_1148,Brand Awareness_North America_148,LinkedIn,Brand Awareness,Engagement,Students 18-24,North America,Tablet,Video,2025-04-03,19208.34,1252775,93138,7.43,0.21,8410,9.03,2.28,2659718.95,138.47,15.04,49.02
MKTCAMP_1149,Product Launch_North America_149,Meta,Product Launch,Awareness,Fitness Enthusiasts,North America,Desktop,Image,2025-03-21,1050.5,92824,4443,4.79,0.24,514,11.59,2.04,57837.37,55.06,3.61,
MKTCAMP_1150,Product Launch_India_150,X,Product Launch,Leads,Small Business Owners,India,Tablet,Story,2025-02-10,20955.79,4551438,212010,4.66,0.1,7429,3.5,2.82,870220.76,41.53,1.52,
MKTCAMP_1151,Sales Conversion_APAC_151,X,Sales Conversion,Leads,Students 18-24,APAC,Mobile,Video,2025-01-31,22900.32,1401389,71047,5.07,0.32,3762,5.3,6.09,780001.65,34.06,12.47,81.38
MKTCAMP_1152,Sales Conversion_Europe_152,X,Sales Conversion,Traffic,Pet Owners,Europe,Tablet,Story,2025-01-13,5557.32,233292,3519,1.51,1.58,571,16.25,9.73,176807.19,31.82,11.54,
MKTCAMP_1153,Sales Conversion_Middle East_153,X,Sales Conversion,Awareness,Small Business Owners,Middle East,Mobile,Video,2025-01-06,15212.66,2429562,44230,1.82,0.34,7298,16.5,2.08,1196919.93,78.68,7.83,56.51
MKTCAMP_1154,Brand Awareness_India_154,LinkedIn,Brand Awareness,Engagement,Pet Owners,India,Desktop,Carousel,2025-02-01,1650.67,115433,7362,6.38,0.22,143,1.95,11.54,31890.24,19.32,5.44,
MKTCAMP_1155,Product Launch_Latin America_155,YouTube,Product Launch,Conversions,Healthcare Professionals,Latin America,Mobile,Carousel,2025-01-11,10037.74,923119,30287,3.28,0.33,3962,13.08,2.53,495562.8,49.37,11.0,
MKTCAMP_1156,Product Launch_Latin America_156,YouTube,Product Launch,Engagement,Healthcare Professionals,Latin America,Mobile,Search Ad,2025-01-19,12163.23,1939558,154938,7.99,0.08,20637,13.32,0.59,2038541.87,167.6,1.74,
MKTCAMP_1157,Product Launch_Middle East_157,Meta,Product Launch,Traffic,Pet Owners,Middle East,Desktop,Story,2025-04-26,6925.47,1018833,8319,0.82,0.83,764,9.19,9.06,168836.14,24.38,6.98,
MKTCAMP_1158,Sales Conversion_Europe_158,LinkedIn,Sales Conversion,Engagement,Tech Decision Makers,Europe,Mobile,Image,2025-03-17,19387.35,1147492,11573,1.01,1.68,1532,13.24,12.65,288869.66,14.9,13.11,
MKTCAMP_1159,Sales Conversion_Latin America_159,LinkedIn,Sales Conversion,Engagement,Luxury Buyers,Latin America,Desktop,Image,2025-01-26,11153.27,940804,66183,7.03,0.17,9589,14.49,1.16,2419332.23,216.92,5.91,
MKTCAMP_1160,Product Launch_Europe_160,TikTok,Product Launch,Leads,Small Business Owners,Europe,Desktop,Image,2025-03-15,14960.65,1570498,17932,1.14,0.83,2968,16.55,5.04,218984.86,14.64,17.64,
MKTCAMP_1161,Sales Conversion_North America_161,LinkedIn,Sales Conversion,Engagement,Pet Owners,North America,Tablet,Image,2025-01-02,11427.14,837882,40129,4.79,0.28,6330,15.78,1.81,1673094.73,146.41,15.15,
MKTCAMP_1162,Sales Conversion_APAC_162,YouTube,Sales Conversion,Engagement,Young Professionals 25-34,APAC,Tablet,Image,2025-04-10,16640.19,2739138,199367,7.28,0.08,9707,4.87,1.71,1811481.4,108.86,5.03,
MKTCAMP_1163,App Install_Europe_163,Meta,App Install,Conversions,Parents with Kids,Europe,Tablet,Search Ad,2025-02-02,24697.87,5184840,37297,0.72,0.66,4791,12.85,5.16,1562246.7,63.25,4.32,
MKTCAMP_1164,Sales Conversion_Latin America_164,X,Sales Conversion,Traffic,Fitness Enthusiasts,Latin America,Mobile,Image,2025-04-11,14414.66,2951947,19924,0.67,0.72,2531,12.7,5.7,316758.91,21.97,17.19,
MKTCAMP_1165,Brand Awareness_India_165,TikTok,Brand Awareness,Conversions,Healthcare Professionals,India,Tablet,Video,2025-04-27,24290.93,5100317,216311,4.24,0.11,33713,15.59,0.72,10122524.04,416.72,6.72,81.31
MKTCAMP_1166,Retargeting_Europe_166,LinkedIn,Retargeting,Conversions,Luxury Buyers,Europe,Mobile,Search Ad,2025-04-23,1406.69,207245,4690,2.26,0.3,122,2.61,11.53,6664.25,4.74,13.25,
MKTCAMP_1167,App Install_India_167,LinkedIn,App Install,Awareness,Tech Decision Makers,India,Mobile,Story,2025-04-14,8826.94,1504622,13983,0.93,0.63,841,6.02,10.5,170417.9,19.31,14.88,
MKTCAMP_1168,Sales Conversion_North America_168,LinkedIn,Sales Conversion,Traffic,Parents with Kids,North America,Desktop,Carousel,2025-04-07,8309.44,1268522,96108,7.58,0.09,10838,11.28,0.77,1133080.73,136.36,1.62,
MKTCAMP_1169,Sales Conversion_APAC_169,Meta,Sales Conversion,Traffic,Luxury Buyers,APAC,Desktop,Story,2025-01-02,21817.42,956224,71574,7.49,0.3,6983,9.76,3.12,2307893.12,105.78,15.02,
MKTCAMP_1170,App Install_Middle East_170,LinkedIn,App Install,Awareness,Small Business Owners,Middle East,Desktop,Search Ad,2025-02-18,24949.39,2572983,170182,6.61,0.15,12821,7.53,1.95,2353425.3,94.33,12.06,
MKTCAMP_1171,Retargeting_Latin America_171,X,Retargeting,Engagement,Small Business Owners,Latin America,Mobile,Video,2025-03-21,21905.09,4756362,315014,6.62,0.07,24605,7.81,0.89,4055746.49,185.15,13.96,34.1
MKTCAMP_1172,Retargeting_Europe_172,YouTube,Retargeting,Traffic,Healthcare Professionals,Europe,Tablet,Story,2025-04-27,3206.62,332949,9078,2.73,0.35,516,5.69,6.21,54053.31,16.86,1.93,
MKTCAMP_1173,Retargeting_North America_173,X,Retargeting,Traffic,Luxury Buyers,North America,Mobile,Video,2025-02-08,937.91,204267,7894,3.86,0.12,570,7.23,1.65,141067.66,150.41,4.98,91.0
MKTCAMP_1174,Brand Awareness_Europe_174,TikTok,Brand Awareness,Conversions,Small Business Owners,Europe,Tablet,Story,2025-02-28,19765.45,1108722,41936,3.78,0.47,6661,15.88,2.97,2213545.2,111.99,9.29,
MKTCAMP_1175,Sales Conversion_Middle East_175,LinkedIn,Sales Conversion,Conversions,Tech Decision Makers,Middle East,Tablet,Story,2025-03-25,15528.58,1088027,91703,8.43,0.17,4176,4.55,3.72,1385071.32,89.19,12.44,
MKTCAMP_1176,Product Launch_Middle East_176,Google Ads,Product Launch,Traffic,Healthcare Professionals,Middle East,Desktop,Image,2025-01-28,15389.55,2035790,46180,2.27,0.33,1657,3.59,9.29,166620.61,10.83,4.43,
MKTCAMP_1177,Product Launch_India_177,TikTok,Product Launch,Awareness,Gamers,India,Mobile,Search Ad,2025-04-26,19599.82,2019223,17537,0.87,1.12,3061,17.46,6.4,957515.95,48.85,17.25,
MKTCAMP_1178,Retargeting_Middle East_178,X,Retargeting,Conversions,Young Professionals 25-34,Middle East,Desktop,Video,2025-04-19,24875.24,1773633,64020,3.61,0.39,8815,13.77,2.82,2227784.96,89.56,3.86,80.27
MKTCAMP_1179,Brand Awareness_Latin America_179,TikTok,Brand Awareness,Leads,Gamers,Latin America,Tablet,Video,2025-01-07,5998.79,481625,22874,4.75,0.26,2487,10.88,2.41,536265.81,89.4,2.78,85.2
MKTCAMP_1180,Lead Generation_APAC_180,LinkedIn,Lead Generation,Traffic,Fitness Enthusiasts,APAC,Mobile,Search Ad,2025-01-27,7007.2,443644,33711,7.6,0.21,5806,17.22,1.21,1775944.14,253.45,15.2,
MKTCAMP_1181,Lead Generation_India_181,YouTube,Lead Generation,Leads,Gamers,India,Mobile,Video,2025-02-05,16553.43,2303481,25444,1.1,0.65,1945,7.65,8.51,290311.33,17.54,5.69,72.87
MKTCAMP_1182,Lead Generation_India_182,Meta,Lead Generation,Traffic,Tech Decision Makers,India,Mobile,Video,2025-01-17,12648.96,690485,15076,2.18,0.84,1878,12.46,6.74,102091.6,8.07,15.93,54.61
MKTCAMP_1183,Retargeting_APAC_183,Google Ads,Retargeting,Traffic,Gamers,APAC,Desktop,Carousel,2025-02-03,12274.37,1799832,127426,7.08,0.1,8393,6.59,1.46,2072778.66,168.87,10.99,
MKTCAMP_1184,Lead Generation_APAC_184,Google Ads,Lead Generation,Traffic,Luxury Buyers,APAC,Mobile,Story,2025-02-27,7042.19,1395433,95714,6.86,0.07,11507,12.02,0.61,3477256.07,493.77,16.2,
MKTCAMP_1185,App Install_North America_185,LinkedIn,App Install,Leads,Healthcare Professionals,North America,Desktop,Carousel,2025-03-20,17854.89,3404256,205941,6.05,0.09,25541,12.4,0.7,5822215.03,326.09,14.22,
MKTCAMP_1186,Sales Conversion_India_186,Google Ads,Sales Conversion,Traffic,Tech Decision Makers,India,Desktop,Video,2025-03-03,4385.83,870836,64981,7.46,0.07,657,1.01,6.68,193329.71,44.08,3.43,41.81
MKTCAMP_1187,Product Launch_Middle East_187,TikTok,Product Launch,Engagement,Small Business Owners,Middle East,Tablet,Video,2025-04-26,18715.95,1290217,90644,7.03,0.21,13653,15.06,1.37,2626696.23,140.35,1.31,37.96
MKTCAMP_1188,Retargeting_Europe_188,Google Ads,Retargeting,Conversions,Healthcare Professionals,Europe,Mobile,Image,2025-03-21,15614.71,3382357,186627,5.52,0.08,9418,5.05,1.66,2193281.03,140.46,10.54,
MKTCAMP_1189,App Install_Latin America_189,X,App Install,Engagement,Tech Decision Makers,Latin America,Desktop,Search Ad,2025-03-09,19606.21,1161795,76264,6.56,0.26,7605,9.97,2.58,2571687.34,131.17,7.11,
MKTCAMP_1190,Product Launch_APAC_190,LinkedIn,Product Launch,Traffic,Tech Decision Makers,APAC,Desktop,Video,2025-04-20,15999.24,3324083,40897,1.23,0.39,6912,16.9,2.31,1728853.16,108.06,2.37,39.08
MKTCAMP_1191,Sales Conversion_Latin America_191,X,Sales Conversion,Engagement,Tech Decision Makers,Latin America,Mobile,Story,2025-04-24,17850.22,930408,47595,5.12,0.38,3118,6.55,5.72,713064.67,39.95,1.99,
MKTCAMP_1192,Product Launch_Middle East_192,Meta,Product Launch,Engagement,Parents with Kids,Middle East,Desktop,Video,2025-02-10,21852.65,4703302,387924,8.25,0.06,52831,13.62,0.41,3784157.57,173.17,14.32,16.97
MKTCAMP_1193,Retargeting_India_193,TikTok,Retargeting,Engagement,Pet Owners,India,Mobile,Video,2025-01-12,1042.03,102379,4461,4.36,0.23,623,13.98,1.67,154911.77,148.66,8.91,36.89
MKTCAMP_1194,Brand Awareness_North America_194,Google Ads,Brand Awareness,Awareness,Luxury Buyers,North America,Tablet,Carousel,2025-03-13,24929.55,2909593,118019,4.06,0.21,3969,3.36,6.28,1128541.71,45.27,13.2,
MKTCAMP_1195,App Install_APAC_195,Google Ads,App Install,Traffic,Tech Decision Makers,APAC,Desktop,Story,2025-02-15,5908.86,323974,19153,5.91,0.31,2289,11.95,2.58,268827.14,45.5,17.65,
MKTCAMP_1196,Product Launch_India_196,X,Product Launch,Awareness,Young Professionals 25-34,India,Tablet,Image,2025-01-14,4200.92,494953,39810,8.04,0.11,3123,7.85,1.35,731807.29,174.2,8.08,
MKTCAMP_1197,App Install_Europe_197,YouTube,App Install,Engagement,Gamers,Europe,Tablet,Carousel,2025-04-19,7218.27,1567201,58231,3.72,0.12,9402,16.15,0.77,973910.63,134.92,4.89,
MKTCAMP_1198,Retargeting_India_198,Google Ads,Retargeting,Awareness,Tech Decision Makers,India,Mobile,Search Ad,2025-01-29,1262.79,198636,6723,3.39,0.19,1050,15.63,1.2,190498.53,150.86,17.95,
MKTCAMP_1199,App Install_APAC_199,TikTok,App Install,Leads,Healthcare Professionals,APAC,Tablet,Video,2025-03-19,5045.38,990671,66280,6.69,0.08,9273,13.99,0.54,2784965.96,551.98,14.37,65.1
MKTCAMP_1200,Sales Conversion_North America_200,X,Sales Conversion,Awareness,Pet Owners,North America,Mobile,Image,2025-04-28,3715.5,170373,13389,7.86,0.28,1511,11.29,2.46,430471.71,115.86,9.53,
MKTCAMP_1201,Retargeting_Europe_201,LinkedIn,Retargeting,Leads,Young Professionals 25-34,Europe,Mobile,Story,2025-01-09,3374.05,210990,12560,5.95,0.27,1008,8.03,3.35,94921.26,28.13,9.7,
MKTCAMP_1202,Sales Conversion_North America_202,Meta,Sales Conversion,Leads,Young Professionals 25-34,North America,Tablet,Carousel,2025-02-18,2073.12,300094,7738,2.58,0.27,1118,14.46,1.85,144575.09,69.74,9.08,
MKTCAMP_1203,Product Launch_Europe_203,TikTok,Product Launch,Awareness,Parents with Kids,Europe,Desktop,Image,2025-04-10,784.7,41620,1489,3.58,0.53,132,8.9,5.94,29304.87,37.35,6.25,
MKTCAMP_1204,App Install_North America_204,YouTube,App Install,Conversions,Small Business Owners,North America,Mobile,Search Ad,2025-01-07,17527.06,3414657,229355,6.72,0.08,2736,1.19,6.41,502773.44,28.69,3.02,
MKTCAMP_1205,Brand Awareness_Middle East_205,X,Brand Awareness,Engagement,Pet Owners,Middle East,Tablet,Story,2025-03-19,6430.1,1399185,21746,1.55,0.3,2007,9.23,3.2,457214.34,71.11,13.35,
MKTCAMP_1206,Product Launch_Europe_206,TikTok,Product Launch,Traffic,Pet Owners,Europe,Tablet,Image,2025-02-25,14211.39,593449,18066,3.04,0.79,1727,9.56,8.23,100368.54,7.06,7.27,
MKTCAMP_1207,Retargeting_Middle East_207,Google Ads,Retargeting,Awareness,Healthcare Professionals,Middle East,Tablet,Video,2025-01-29,1313.48,71117,2570,3.62,0.51,72,2.82,18.24,15236.14,11.6,13.13,79.05
MKTCAMP_1208,App Install_North America_208,TikTok,App Install,Awareness,Young Professionals 25-34,North America,Mobile,Carousel,2025-04-09,5403.68,379051,4726,1.25,1.14,549,11.64,9.84,140583.66,26.02,1.75,
MKTCAMP_1209,Retargeting_India_209,Meta,Retargeting,Traffic,Pet Owners,India,Mobile,Story,2025-04-06,23437.2,1156739,55344,4.78,0.42,7144,12.91,3.28,2205425.09,94.1,13.55,
MKTCAMP_1210,Lead Generation_Middle East_210,TikTok,Lead Generation,Conversions,Fitness Enthusiasts,Middle East,Tablet,Search Ad,2025-03-13,20142.34,2036411,142550,7.0,0.14,2711,1.9,7.43,857601.35,42.58,10.67,
MKTCAMP_1211,Retargeting_Middle East_211,X,Retargeting,Traffic,Small Business Owners,Middle East,Tablet,Story,2025-01-03,20523.8,2491944,139872,5.61,0.15,13584,9.71,1.51,3587651.86,174.8,2.61,
MKTCAMP_1212,Brand Awareness_APAC_212,TikTok,Brand Awareness,Leads,Parents with Kids,APAC,Desktop,Story,2025-04-01,1978.63,167151,2828,1.69,0.7,445,15.76,4.45,44566.07,22.52,18.08,
MKTCAMP_1213,Product Launch_North America_213,X,Product Launch,Traffic,Pet Owners,North America,Desktop,Image,2025-01-22,8753.95,637123,43302,6.8,0.2,5208,12.03,1.68,986513.05,112.69,10.81,
MKTCAMP_1214,Product Launch_North America_214,YouTube,Product Launch,Traffic,Parents with Kids,North America,Desktop,Carousel,2025-02-25,18120.44,1469963,124510,8.47,0.15,21862,17.56,0.83,5205434.45,287.27,4.65,
MKTCAMP_1215,Product Launch_North America_215,YouTube,Product Launch,Awareness,Tech Decision Makers,North America,Desktop,Image,2025-01-29,17165.59,909702,5897,0.65,2.91,295,5.01,58.19,52521.61,3.06,16.22,
MKTCAMP_1216,Lead Generation_APAC_216,LinkedIn,Lead Generation,Traffic,Small Business Owners,APAC,Tablet,Search Ad,2025-03-07,18315.64,3181191,122364,3.85,0.15,8019,6.55,2.28,1192685.15,65.12,18.29,
MKTCAMP_1217,Retargeting_Latin America_217,Meta,Retargeting,Conversions,Parents with Kids,Latin America,Tablet,Carousel,2025-01-14,1482.68,290702,14788,5.09,0.1,1209,8.18,1.23,316857.68,213.71,9.62,
MKTCAMP_1218,Retargeting_Europe_218,Meta,Retargeting,Conversions,Gamers,Europe,Tablet,Video,2025-01-23,21898.87,4426338,168906,3.82,0.13,9027,5.34,2.43,1981896.85,90.5,16.98,31.85
MKTCAMP_1219,Product Launch_APAC_219,X,Product Launch,Engagement,Students 18-24,APAC,Tablet,Search Ad,2025-03-24,15762.68,2422421,153538,6.34,0.1,4302,2.8,3.66,1114493.28,70.7,16.93,
MKTCAMP_1220,App Install_Latin America_220,X,App Install,Conversions,Parents with Kids,Latin America,Desktop,Story,2025-01-09,4902.24,405698,33544,8.27,0.15,1230,3.67,3.99,373185.97,76.13,9.72,
MKTCAMP_1221,Product Launch_India_221,TikTok,Product Launch,Traffic,Pet Owners,India,Tablet,Image,2025-03-06,6557.16,1290022,51690,4.01,0.13,4915,9.51,1.33,712452.24,108.65,11.46,
MKTCAMP_1222,Retargeting_Middle East_222,Google Ads,Retargeting,Traffic,Students 18-24,Middle East,Mobile,Image,2025-04-17,4506.33,497474,41052,8.25,0.11,2059,5.02,2.19,494480.65,109.73,6.83,
MKTCAMP_1223,Brand Awareness_APAC_223,LinkedIn,Brand Awareness,Leads,Small Business Owners,APAC,Tablet,Story,2025-03-01,19450.09,1236194,102054,8.26,0.19,8614,8.44,2.26,909088.38,46.74,2.47,
MKTCAMP_1224,App Install_Middle East_224,YouTube,App Install,Conversions,Young Professionals 25-34,Middle East,Tablet,Image,2025-03-19,4659.07,622262,19475,3.13,0.24,2922,15.01,1.59,490557.07,105.29,5.5,
MKTCAMP_1225,App Install_North America_225,TikTok,App Install,Traffic,Fitness Enthusiasts,North America,Desktop,Image,2025-04-02,15620.05,2611983,45789,1.75,0.34,1572,3.43,9.94,65607.19,4.2,13.94,
MKTCAMP_1226,App Install_North America_226,Google Ads,App Install,Engagement,Fitness Enthusiasts,North America,Mobile,Story,2025-03-09,16763.21,2102669,152186,7.24,0.11,22217,14.6,0.75,4828051.73,288.01,16.22,
MKTCAMP_1227,App Install_India_227,YouTube,App Install,Awareness,Fitness Enthusiasts,India,Desktop,Story,2025-02-22,5543.11,333393,8618,2.58,0.64,129,1.5,42.97,25796.68,4.65,17.4,
MKTCAMP_1228,Sales Conversion_North America_228,LinkedIn,Sales Conversion,Awareness,Healthcare Professionals,North America,Tablet,Video,2025-02-12,1463.92,90733,3686,4.06,0.4,620,16.84,2.36,81325.37,55.55,9.98,18.33
MKTCAMP_1229,App Install_India_229,Google Ads,App Install,Leads,Luxury Buyers,India,Desktop,Carousel,2025-02-12,4134.41,899620,73925,8.22,0.06,433,0.59,9.55,144873.04,35.04,12.26,
MKTCAMP_1230,App Install_India_230,Google Ads,App Install,Engagement,Fitness Enthusiasts,India,Desktop,Carousel,2025-03-18,21764.0,2652012,121364,4.58,0.18,10989,9.05,1.98,2674684.82,122.89,3.62,
MKTCAMP_1231,Brand Awareness_APAC_231,X,Brand Awareness,Awareness,Pet Owners,APAC,Desktop,Carousel,2025-03-27,1234.35,117790,7194,6.11,0.17,290,4.03,4.26,71194.53,57.68,17.98,
MKTCAMP_1232,Sales Conversion_North America_232,X,Sales Conversion,Engagement,Tech Decision Makers,North America,Tablet,Search Ad,2025-02-16,2800.57,451083,18017,3.99,0.16,2827,15.69,0.99,245066.79,87.51,13.18,
MKTCAMP_1233,Retargeting_Europe_233,Google Ads,Retargeting,Awareness,Pet Owners,Europe,Mobile,Story,2025-01-25,21033.82,4417744,262162,5.93,0.08,24120,9.2,0.87,5492392.14,261.12,16.23,
MKTCAMP_1234,Lead Generation_North America_234,Meta,Lead Generation,Traffic,Fitness Enthusiasts,North America,Desktop,Search Ad,2025-04-09,14479.94,658398,52281,7.94,0.28,6570,12.57,2.2,1619401.74,111.84,4.93,
MKTCAMP_1235,Sales Conversion_North America_235,YouTube,Sales Conversion,Awareness,Tech Decision Makers,North America,Tablet,Search Ad,2025-01-17,16642.69,1845600,104737,5.67,0.16,2477,2.37,6.72,595744.5,35.8,18.49,
MKTCAMP_1236,Product Launch_Europe_236,YouTube,Product Launch,Leads,Fitness Enthusiasts,Europe,Mobile,Carousel,2025-04-03,1681.19,362954,13414,3.7,0.13,2111,15.74,0.8,591847.04,352.04,11.01,
MKTCAMP_1237,Brand Awareness_India_237,TikTok,Brand Awareness,Conversions,Luxury Buyers,India,Tablet,Story,2025-03-20,18592.01,3683687,135321,3.67,0.14,8421,6.22,2.21,2051607.25,110.35,15.18,
MKTCAMP_1238,Sales Conversion_Europe_238,LinkedIn,Sales Conversion,Conversions,Students 18-24,Europe,Tablet,Image,2025-04-14,19175.99,3520835,138306,3.93,0.14,20486,14.81,0.94,1402612.87,73.14,10.62,
MKTCAMP_1239,Lead Generation_Latin America_239,TikTok,Lead Generation,Engagement,Parents with Kids,Latin America,Tablet,Story,2025-04-09,641.09,63099,2125,3.37,0.3,157,7.43,4.08,39650.27,61.85,7.92,
MKTCAMP_1240,Product Launch_APAC_240,LinkedIn,Product Launch,Conversions,Tech Decision Makers,APAC,Desktop,Carousel,2025-04-13,11492.99,951136,32560,3.42,0.35,1457,4.48,7.89,77836.87,6.77,11.64,
MKTCAMP_1241,Lead Generation_North America_241,YouTube,Lead Generation,Engagement,Pet Owners,North America,Tablet,Image,2025-03-12,16871.21,2556127,106189,4.15,0.16,7588,7.15,2.22,2323952.23,137.75,10.18,
